material_id,pretty_formula,band_gap
mvc-11283,Mg(TiS2)4,0.0
mvc-14163,CaMoF5,3.743999999999999
mvc-14834,CaTiF6,4.7129
mvc-653,YAg(WO4)2,2.1667
mp-1001012,Sc2ZnS4,0.8259000000000001
mp-1005753,Sm2AlGe6,0.0
mp-1006132,Hf3Pb,0.0
mp-1018818,NdTeCl,0.41330000000000006
mp-1019745,K2Ca3Si3O10,4.7684999999999995
mp-1019891,KPSO2,4.185899999999999
mp-1024951,LaScSi,0.0
mp-1025190,Co2NiSe4,0.0
mp-1025219,Ti2VTe4,0.0
mp-1025364,Dy(TiGa2)2,0.0
mp-10620,LiPrO2,3.6028000000000002
mp-1062676,K2Pt,1.412
mp-1075922,Sr7CaTi8O24,1.7845
mp-1076711,SrCuO3,0.0
mp-1077298,TbMgNi,0.0
mp-1078049,Zn(GaS2)2,1.9339
mp-1078884,HfSiRu,0.0
mp-1079167,HfGeRh,0.0
mp-1079229,Mg3Pd,0.0
mp-1079321,ErAgS2,1.026899999999999
mp-1079670,TmSb(PbO3)2,2.686
mp-1079993,ThAgPO,0.0
mp-1080689,LuTe3,0.0
mp-10897,PrAl2Ni3,0.0
mp-1095061,NbReSi,0.0
mp-1095218,BaThTe4,0.0
mp-1095585,Er2Ga8Fe,0.0
mp-1100781,ZrZnNi2,0.0
mp-1101518,Sn(PO3)3,2.4307
mp-1102482,Gd2Ga8Co,0.0
mp-1102848,LaIr3,0.0
mp-1103853,Tb(Mo3S4)2,0.0
mp-1104395,Sm3Al11,0.0
mp-1104593,Tb3Ga8Rh3,0.0
mp-11055,CsSn,0.7471999999999991
mp-1105740,Dy(BRh)4,0.0
mp-1105890,Lu3Tl2Cu5Se8,1.065299999999999
mp-1111890,Na3IrF6,2.0509
mp-1112138,Cs2NaTlBr6,1.0215
mp-1112628,Cs2YInCl6,3.5191999999999988
mp-1113024,Cs2LiBiCl6,3.6054
mp-1113585,Cs2LaAgCl6,3.6176999999999992
mp-1114295,Cs2TlCuBr6,0.0
mp-1114470,Rb2TlAsCl6,1.9956
mp-11229,YAl,0.0
mp-1147721,Li4Zn(PS4)2,2.7266
mp-1147723,Li4Zn(PS4)2,2.7069
mp-1147735,Li4Zn(PS4)2,2.6309
mp-1173723,Na3La5Cl18,3.612199999999999
mp-1175381,Li9Co7O16,0.5354999999999991
mp-1175409,Li9Co7O16,0.0
mp-1176778,LiCoPO4,3.495199999999999
mp-1177928,Li2MgCo3O8,1.234
mp-1177950,Li2FeCuO4,0.16610000000000003
mp-1178111,Li10Co3Ni7O20,0.0
mp-1178370,Dy3TaO7,3.516499999999999
mp-1179089,SrO2,2.8459
mp-1183299,BaHg2Bi,0.0
mp-1183411,Be3Rh,0.0
mp-1183463,Ca2ZnGa,0.0
mp-1183470,Ca2ZnPb,0.08899999999999901
mp-1183781,DyMg2Sc,0.0
mp-1183800,DyErAg2,0.0
mp-1183862,DyErCu2,0.0
mp-1183915,Eu2CdHg,0.0
mp-1184149,DyY3,0.0
mp-1184192,Er3Tm,0.0
mp-1184227,ErMg2Sc,0.0
mp-1184253,ErTmAg2,0.0
mp-1184262,ErTmCu2,0.0
mp-1184559,HfScTc2,0.0
mp-1184573,HfTaRu2,0.0
mp-1184768,IrRh3,0.0
mp-1184835,HoTmAg2,0.0
mp-1184860,HoMg2,0.0
mp-1185136,LaYMg2,0.0
mp-1185380,LiMg,0.0
mp-1185618,MgVRh2,0.0
mp-1186323,NdSm3,0.0
mp-1186429,Pm,0.0
mp-1186495,Pm3Er,0.0
mp-1186588,PmHoAl2,0.0
mp-1186694,Pr2ZnGa,0.0
mp-1186705,Pr3Dy,0.0
mp-1186926,Ru3Rh,0.0
mp-1187185,SrMgHg2,0.0
mp-1187388,TbTmIr2,0.0
mp-1187401,ThAgHg2,0.0
mp-1187452,ThPt3,0.0
mp-1187588,Tm2AgAu,0.0
mp-1187633,YbMg,0.0
mp-1187711,Y2GaAg,0.0
mp-1187768,Y2ZnGa,0.0
mp-1187894,Yb2CuPd,0.0
mp-1188697,Zr5Ir3,0.0
mp-1188741,Zr3Co2Si3,0.0
mp-1188852,CaCo4(CuO4)3,0.0
mp-1188901,La5ZnPb3,0.0
mp-1188952,Sm2Ge5Pt3,0.0
mp-1189230,Ca3Tl5,0.0
mp-1190224,ZnCu2SnS4,0.0018000000000000002
mp-1190780,Eu7(ClF6)2,0.464999999999999
mp-1192425,YCo3,0.0
mp-1192881,Ba3P2(SeO)4,1.587199999999999
mp-1193786,Eu11(ZnSb2)6,0.0
mp-1194188,Nb4Fe2N,0.0
mp-1194452,Tm6Zn23,0.0
mp-1195002,CsSm(PO3)4,5.502899999999999
mp-1195439,Ba2UTiTe7,0.0
mp-1195802,Sm4(GeS4)3,2.0325
mp-1195878,Nd(Mg10Ni)2,0.0
mp-1197132,K2Pd(NO3)4,1.8462
mp-1197371,BaNd2In2O7,2.3839
mp-1198859,Bi(WBr3)3,1.9682
mp-1198980,Tb5Pt4,0.0
mp-1199297,HoAgS2,1.5087000000000002
mp-1200116,Pr(Al10Cr)2,0.0
mp-1202005,Lu6Al43Mo4,0.0
mp-1202951,BaYb2Si3O10,0.0
mp-1203650,Lu15C19,0.0
mp-1204035,W15I47,0.07160000000000001
mp-1204377,TlHg6S4Br5,1.7971
mp-1204458,Tm15C19,0.0
mp-1204772,Co2As2O7,1.770299999999999
mp-1205081,Ba3GaSe4Cl,2.6088
mp-1207691,YCu5Sn,0.0
mp-1208308,Te2Cl,0.707399999999999
mp-1209111,RbSrCl3,4.9009
mp-1209131,Sn9Pd13,0.0
mp-1209901,NdSi3N5,3.475600000000001
mp-1210059,NdNb3O9,2.8205
mp-1210124,NaSrTiF6,0.2862
mp-1211012,LiYGeO4,3.8135
mp-1211038,Na3PrV2O8,3.7323
mp-1211163,Lu2Mn17C3,0.0
mp-1211892,K3Au3I8,1.072099999999999
mp-1212044,KCaV2F9,2.1623
mp-1212110,InSn2Cl5,2.6728
mp-1212824,Er(Co2Ge)2,0.0
mp-1213058,Er2Mn17C3,0.0
mp-1213645,CsSrCl3,5.026400000000001
mp-1215170,ZrVCr,0.0
mp-1215342,Zr6P2O,0.0
mp-1215516,Yb4SmS5,0.0
mp-1215863,Yb(ErSe2)2,1.106699999999999
mp-1215917,Zr4NiMo,0.0
mp-1215942,YScFe4,0.0
mp-1215993,YBi3(Ru2O7)2,0.0
mp-1216106,Y3SOF5,3.5417
mp-1216129,Y2Mn3Sb3O14,1.2657999999999991
mp-1216161,Y2Fe17C2,0.0
mp-1216251,Yb(InCu)6,0.0
mp-1216310,VMoAs2,0.0
mp-1216457,V6CoRh,0.0
mp-1216475,V3ReB4,0.0
mp-1216792,V11ReB8,0.0
mp-1216859,TiCrSbO6,1.7742
mp-1217023,TiB2W,0.0
mp-1217087,Ti2AlCr,0.0
mp-1217106,Ti2C,0.0
mp-1217118,Ti3(TeSe)2,0.0
mp-1217321,Th2FeSi3,0.0
mp-1217379,Th5C4,0.0
mp-1217475,TbThRe4,0.0
mp-1218097,Ta4MoSe10,0.0
mp-1218102,SrNdMn2O6,0.0
mp-1218381,Sr2TiMnO6,0.0
mp-1218419,SrCaHf2O6,4.3587
mp-1218429,Sr4Fe3ReO12,0.987499999999999
mp-1218445,Sr3Ca(CuO2)4,0.0
mp-1218476,SrCa3Ti4O12,2.1997
mp-1219009,Sn4Te5Pb,0.471599999999999
mp-1219058,SmThUS5,0.0
mp-1219099,SmCu4Pd,0.0
mp-1219191,Sm3Si3Ni,0.0
mp-1219229,Sm3SiS6Cl,1.883
mp-1219426,Sc8CuTe3,0.0
mp-1220061,P3Pb5O12F,3.6882
mp-1220131,NiBi6Rh,0.0
mp-1220178,NdCu4Pd,0.0
mp-1220182,NdCu3Pd2,0.0
mp-1220675,Nb2(AlGa)3,0.0
mp-1220785,NaLaTi2O6,2.0743
mp-1220900,NaLa9(Ge3O13)2,3.802399999999999
mp-1221058,NaFeSnO4,1.8798
mp-1221440,Na(WO3)2,0.0
mp-1221528,Mn2SbAs,0.0
mp-1221531,Mn2SbTe,0.0
mp-1221876,Mn3Cr3P2,0.0
mp-1222348,LiEu2Ga7,0.0
mp-1222549,Li9Ag4,0.0
mp-1222800,LaGd(ClO)2,3.0539
mp-1223308,La2NiSn4,0.0
mp-1223402,KNbWO6,2.884699999999999
mp-1223583,KNb5Pb2O15,1.9198
mp-1223798,InAgTe2,0.0
mp-1224023,K3H(SO4)2,5.3923
mp-1224026,K3ReMoO8,2.8398
mp-1224104,HoTiFe11,0.0
mp-1224106,In3Cu(AsSe)2,0.0
mp-1224130,Ho(Fe5Si)2,0.0
mp-1224444,Hf2Te3,0.0
mp-1224472,Ho15Si9C,0.0
mp-1224696,In(CoSb3)16,0.0
mp-1224721,LaFe(Ni2Ge)4,0.0
mp-1225037,Er2Al3Ga,0.0
mp-1225161,EuTe2Pb,0.0
mp-1225388,DyBi3(Ru2O7)2,0.017900000000000003
mp-1225451,Dy4Co3,0.0
mp-1225475,ErSc(BO3)2,4.4829
mp-1225636,DyThRe4,0.0
mp-1225702,CuNi3S8,0.0
mp-1225901,Eu2Mn3Sb3O14,0.0
mp-1226084,CoNiSe4,0.0
mp-1226607,CeNdSi2,0.0
mp-1226731,CdHg4Se5,0.0
mp-1227014,Cd2Ga2Se5,1.1937
mp-1227060,CaSmAlO4,3.4333
mp-1227332,Bi2BrClO2,2.3954
mp-1227348,Be4NbMo,0.0
mp-1227380,Ca(YTe2)2,0.611499999999999
mp-1227385,Ca(HoTe2)2,0.6065
mp-1227387,Ca(ErTe2)2,0.617
mp-1227721,BaSr4(FeO2)5,0.8315999999999991
mp-1228056,Ba3NaB24,0.0
mp-1228099,BaAlF5,7.144299999999999
mp-1228691,Al4GaSb5,0.9978999999999991
mp-1228791,Ba36Al9Sn23,0.0
mp-1228894,AlGaN2,2.72
mp-1229165,Ag3Bi7S12,0.6759000000000001
mp-1232207,Mg(InS2)2,1.510699999999999
mp-1232279,Tm2MgS4,1.8980000000000001
mp-1239371,CaFeBiO5,0.6998000000000001
mp-1245896,NaFeN,0.49909999999999904
mp-1246483,Li6ReN4,0.0
mp-1246731,Sr3CoN3,0.0
mp-1246929,Zr4BN3,0.0
mp-1250639,SiO2,5.6677
mp-1251981,MnAlF5,4.6201
mp-12862,LuTaO4,4.0899
mp-1296272,CoBi6(SO8)2,1.902299999999999
mp-1296745,La2MgFeO6,0.0
mp-13339,EuCuTeF,0.6299
mp-15605,ScSi3Ni2,0.0
mp-1567273,MgMn(GeO3)2,1.3796
mp-15895,Cu2SiS3,1.6051000000000002
mp-16281,Cd2Sb2O7,1.0307
mp-1639156,CaCoP2O7,2.772599999999999
mp-1691,La2Ni3,0.0
mp-16994,MnTe2O5,1.7564000000000002
mp-17739,Sr5Sb3,0.100499999999999
mp-17760,ErGe2Pt,0.0
mp-17825,Sr2SiO4,4.3789
mp-18577,KAg3S2,1.336599999999999
mp-18771,Sr2CoWO6,1.701299999999999
mp-18936,NdFe3(BO3)4,2.360999999999999
mp-19019,NiMoO4,2.178
mp-1902,MnPd,0.0
mp-19854,Pr2In,0.0
mp-20083,ScCuSi,0.0
mp-20152,In(MoSe)3,0.3845
mp-20227,NaMnP,0.0
mp-20527,La(FeGe)2,0.0
mp-20982,K3Cu2F7,0.0
mp-21377,Sm,0.0
mp-21393,Ce3Al,0.0
mp-22171,Cu3SbS4,0.0
mp-22246,EuTiO3,0.0
mp-22320,GaRu,0.0
mp-22385,Np(Al2Fe)4,0.0
mp-22396,Nb4SiNi,0.0
mp-22466,SrIn4,0.0
mp-22579,MnSeO4,1.2126000000000001
mp-2263,ScIr2,0.0
mp-22728,BaMnFeF7,2.1283
mp-22864,Bi2Pt,0.0
mp-23133,Sr2Cu3(BrO2)2,0.0
mp-23220,YbCl2,5.969799999999999
mp-23644,Hg3AsClO4,2.053
mp-24074,Dy(HO)3,3.7109
mp-24088,NiH8(ClO2)2,4.2091
mp-24411,K2LiAlH6,2.445599999999999
mp-25823,LiNi2(PO3)5,4.0085
mp-26061,LiMn2(PO4)3,1.1836
mp-26093,LiNiPO4,3.4217
mp-26225,LiV(PO3)3,2.751299999999999
mp-26351,Li3Mo3(PO4)4,3.384299999999999
mp-26369,Li4Ni(PO4)2,3.520199999999999
mp-26524,VP2O7,1.4092
mp-26681,LiVP2O7,2.1029
mp-26971,Li3Cr2(PO4)3,3.045
mp-27027,Li3Fe3(PO4)4,2.0788
mp-2753,Tl4S3,0.9375
mp-28283,CsTiCl3,0.0
mp-28583,Si2NCl5,5.3015
mp-28662,Tl2SnTe3,0.43620000000000003
mp-29381,Na2Te2As,1.0605
mp-29461,Zn3Mo2O9,3.2111
mp-30165,Sr7Re4O19,0.0
mp-30675,Ti5Ga4,0.0
mp-30696,Cd5Cu2,0.0
mp-31381,Nb21S8,0.0
mp-3175,BaTi4O9,2.7312000000000003
mp-3457,ErP5O14,5.4442
mp-3648,Zn2CuAu,0.0
mp-3660,LiB3O5,6.3532
mp-37961,MgV3O8,1.9053
mp-3955,AlPO4,5.6177
mp-4534,NaCO2,3.4263999999999992
mp-5149,NbAlCo2,0.0
mp-530137,Al2NiO4,3.0132
mp-530251,Ti20(Sb3Se)3,0.0
mp-530480,Li19(FeAs)20,0.0
mp-530875,Pr12Mn11O36,0.0
mp-5331,AlPO4,5.6178
mp-5373,Y2Ti2O7,2.817
mp-5402,CaTl2O4,0.0439
mp-540416,MnP2O7,1.5829
mp-540536,Mo2P3O13,1.6593
mp-540653,SrAlF5,6.9422999999999995
mp-541692,Na2In2Sb3,0.692099999999999
mp-541877,TaTeCl9,2.6483
mp-542185,NaCu4(AsO4)3,0.0
mp-542286,Ba4Na(RuO4)3,0.0
mp-553910,KV4Ag11O16,0.9071999999999991
mp-554275,Na4VHO5,3.9678
mp-554505,KHo(PO3)4,5.6463
mp-554552,Zn3P2H2O9,3.3726000000000003
mp-554641,Sr3Mg(SiO4)2,4.6846
mp-554752,RbLi7(SiO4)2,4.7207
mp-555156,MnCrF5,2.4302
mp-555325,RbNaMo3O10,3.015199999999999
mp-555556,SiO2,5.6138
mp-555644,Al2Tl3(PO4)3,3.436
mp-555982,Si2Ge3P6O25,4.0824
mp-556021,BaTeO3,3.1676
mp-556220,Y10W2O21,3.093899999999999
mp-556480,Ti3O5,0.0
mp-556508,K8Th(MoO4)6,3.9187000000000003
mp-556729,Ba6Ti17O40,2.6199
mp-556905,GdMg(BO2)5,2.3199
mp-557371,CaBi2B2O7,3.1764
mp-557411,KRb2VF6,0.0
mp-558110,TiS2,0.0193
mp-558717,LiUAsO6,2.2661
mp-558775,Al3Pb5F19,5.046799999999999
mp-559172,KCr2AgO7,1.6337000000000002
mp-559360,SiO2,5.6637
mp-559551,Cu4Bi4S9,0.6525999999999991
mp-559627,LiP3PbO9,4.6983999999999995
mp-559655,PNF2,5.7734000000000005
mp-560751,GdFe3(BO3)4,2.323399999999999
mp-560771,La4Ti9(Si2O15)2,0.0
mp-561310,NaLiCO3,4.3134000000000015
mp-561445,FePO4,1.7088
mp-561894,Ba2CoMoO6,1.299099999999999
mp-565,Sn2Rh,0.0
mp-567698,CsTiI3,0.0
mp-567720,CuHgSeBr,0.46870000000000006
mp-567858,Dy12C6I17,0.0
mp-568266,Tm2NiAs2,0.0
mp-568757,Hg6MoAs4Cl7,0.111099999999999
mp-568811,Gd3CuSnSe7,0.8195999999999991
mp-569318,PuNi4,0.0
mp-569707,BiSeBr,1.7263000000000002
mp-570076,Tl2CdSnTe4,0.492799999999999
mp-570185,Ba38Na58Li26N,0.030500000000000003
mp-570325,AuSe,0.0
mp-570641,SiC,2.0203
mp-570765,YMg4Cu,0.0
mp-571219,Tl3BiI6,2.4866
mp-571406,Ga2Pt,0.0
mp-581174,K2V8O21,1.271499999999999
mp-581263,Sr13Al6Si8O,0.0
mp-583985,Li9Co3P8O29,1.1879
mp-6031,Li16Nb2N8O,3.412999999999999
mp-604459,Li2B4H4O9,5.115
mp-616204,Ga3Cl7,4.144
mp-620069,K3Mo2Cl9,0.9308000000000001
mp-624191,CuBiPbS3,0.6519
mp-625572,H5BrO2,4.1623
mp-632787,CaAlH5,3.3013
mp-637918,Cr3GeN,0.0
mp-638022,Sb4Pb5S11,1.3758
mp-639512,SiO2,5.6163
mp-640740,Na12B26O45,4.9612
mp-642234,NaEu(PO3)4,0.0
mp-643701,TlP(HO2)2,4.1826
mp-6452,BaSm2ZnO5,3.4832
mp-645743,VAgTeO5,2.644599999999999
mp-649747,K2SbF5,4.2759
mp-6514,NaLaTiO4,2.4259
mp-652683,Ba2Fe6O11,1.6560000000000001
mp-657344,Na12B26O45,4.683599999999999
mp-662706,SiO2,5.5367
mp-669546,AlPd,0.0
mp-672257,Tm2Ga8Fe,0.0
mp-672334,Sr4GaCN5,1.4475
mp-674531,Li5GeP3,0.5321
mp-675383,Li3(Mo3S4)2,0.0
mp-676540,TlSbS2,1.3568
mp-6795,Ba5Ho8Zn4O21,3.4121
mp-680760,In4Br7,2.2927
mp-683981,Rb8U9O31,1.5396
mp-684674,Cr5S8,0.0
mp-685515,TlOF,0.0
mp-696441,Li2Cr2H4O9,2.6245000000000003
mp-696806,BaH4(BrO)2,4.3465
mp-70,Rb,0.0
mp-706629,NaB2H5O6,5.276199999999999
mp-707096,K2P3H7O9,6.462
mp-707273,U(BH4)4,0.0
mp-7121,Dy(AlSi)2,0.0
mp-715262,FeO,0.0
mp-7337,NdAl3(BO3)4,5.3154
mp-753449,VF5,3.2154
mp-753692,Ho2Ge2O7,3.005499999999999
mp-754269,Nd3SbO7,2.7963999999999993
mp-754670,V2O5,2.4737999999999998
mp-754794,La2S2O,2.1721
mp-754899,V4(OF3)3,1.6825999999999999
mp-754971,Cs3TmO3,2.2674
mp-755450,La2Ce2O7,2.4075
mp-755794,Rb3LuO3,2.039399999999999
mp-756108,LiMnF4,1.222999999999999
mp-756758,CuH4(IO4)2,0.5808
mp-756786,Mn3Fe(PO4)4,0.40380000000000005
mp-756797,LiNiSnO4,0.350699999999999
mp-757135,Li3Fe2NiO6,0.0
mp-757140,K3MnCrO8,0.8300000000000001
mp-757891,Li8V3P8O29,0.6353
mp-758059,Ba7Pb17O24,2.1217
mp-758234,P2Pb3O8,3.1945
mp-758475,Li4(CuO2)3,0.0
mp-758693,Na4Al4H10O13,4.3175
mp-759883,BiOF,3.026699999999999
mp-761075,NiP4O11,4.5278
mp-762279,K2Ti8O17,2.7846
mp-762322,LiTi2(PO4)3,2.4887
mp-764845,LiVOF3,1.8467
mp-764966,Na2B8O13,5.6427
mp-765995,Ba(WO3)6,0.0
mp-766386,Mn3Fe(PO4)4,0.7641
mp-766515,ZnH6(SeO4)2,4.2577
mp-766855,BaH9IO5,3.520299999999999
mp-767771,P3W2O13,2.101499999999999
mp-768114,Li6Ti9O20,0.0
mp-768457,Sb2(SO4)3,3.6256
mp-768954,Ba2YCl7,4.7105999999999995
mp-769507,Li10CoNi9O20,0.0
mp-769555,Li10Co3Ni7O20,0.0
mp-770341,Li4AlCr3O8,3.097
mp-770972,Li2Ni3BiO8,0.328899999999999
mp-773047,KNb2PO8,2.2181
mp-774938,Na7Li3V10O30,3.134
mp-775757,HfO2,4.016500000000001
mp-778968,Rb3DyO3,2.1247
mp-779056,Li2FeP2O7,3.9622
mp-779525,Li3Sb3P8O29,2.3308
mp-779546,Cs3DyO3,2.1887
mp-779864,Hf2N2O,1.9892
mp-779893,DyP5O14,5.4353
mp-780246,Na2Bi4O7,2.5513
mp-780606,Li3Cr2(PO4)3,2.7986999999999993
mp-780709,Li2MnSiO4,2.9709000000000003
mp-8124,YbCuSi,0.0
mp-849229,H5NO5,3.6228
mp-861962,BaSb2F12,4.422499999999999
mp-865202,TmCdPt2,0.0
mp-866186,Ti3Zn,0.0
mp-8774,Rb3CO3F,3.6063
mp-916,DyPt2,0.0
mp-971799,DyYHg2,0.0
mp-972022,Tm2ZnRh,0.0
mp-972320,UNiB4,0.0
mp-972945,HoErAg2,0.0
mp-973759,Lu2MgCd,0.0
mp-975515,NdLuMg2,0.0
mp-975897,Hf2RuRh,0.0
mp-976055,Li3In,0.0
mp-977386,LiLu2Tc,0.0
mp-977570,LiPr2Os,0.0
mp-978016,LaSn2Pd,0.0
mp-978252,Ce2Zn17,0.0
mp-978988,TbTmHg2,0.0
mp-979073,TmMg2Sc,0.0
mp-979435,YMg2Sc,0.0
mp-979989,Yb2AgPd,0.0
mp-982773,Na3Tl,0.0
mp-983583,Er2ZnCu,0.0
mp-983908,Er2ZnAu,0.0
mp-984785,AcMg3,0.0
mp-985570,SiO2,5.599
mp-989530,SrTcN3,0.6666999999999991
mp-9897,Te3As2,0.27939999999999904
mp-996945,Cs2TlInH6,0.6858000000000001
mp-998196,RbCuBr3,0.0
mp-998623,TlCdF3,4.2287
mvc-12634,Ca(NiO2)2,0.0
mvc-3279,VPO5,1.9687999999999999
mp-1008734,ThH2,0.0
mp-1018009,Li2MgSi,0.10009999999999901
mp-1018744,LaPbAu,0.0
mp-1018819,NdTlCd,0.0
mp-1019569,Ca10Ge16(B2O17)3,2.8867000000000003
mp-1019607,Cs2Li5(BO2)7,4.357799999999999
mp-1019803,KAl9O14,4.1426
mp-1019809,KBe2B3O7,4.9489
mp-1020594,Zn2SiO4,2.677
mp-1025053,ThSiTe,0.0
mp-1025386,HgPPt5,0.0
mp-1027890,Mo2SeS3,0.757899999999999
mp-1028558,W2SeS3,0.9095000000000001
mp-1036237,Mg14MnFeO16,1.7579
mp-1037086,LiMg30CoO32,2.1798
mp-1059528,Pr,0.0
mp-1077840,Mn(BiTe2)2,0.523099999999999
mp-1078458,CrFeO3,0.0
mp-1078577,DyNiGe2,0.0
mp-1078672,Ce2CdCu2,0.0
mp-1079184,MnGeRh,0.0
mp-1079618,TbAl4,0.0
mp-1079629,Mg(BC)2,1.6168
mp-1079822,Hf2InPd2,0.0
mp-1080111,B3Mo,0.0
mp-1080551,UNiSb2,0.0
mp-1086674,YbCoGe2,0.0
mp-1087538,Sm(SiIr)2,0.0
mp-1093995,ZnAg2SnSe4,0.0
mp-1095065,Sm2InNi2,0.0
mp-1100887,Y7(CuTe4)3,0.44530000000000003
mp-1101697,Na9(WO3)13,0.0
mp-1102039,CeIn4Ni,0.0
mp-1103130,SrAl9Ni2,0.0
mp-1103389,Sr3Ta2ZnO9,3.4116
mp-1105273,CsBi2Br7,2.8654
mp-1106048,Ce(BRh)4,0.0
mp-1112014,Cs2NaIrF6,2.324099999999999
mp-1112447,K2ScAgF6,3.058099999999999
mp-1112453,K2AgPdF6,0.0
mp-1112586,Cs2AlInF6,4.5729
mp-1112635,Cs2KCeF6,0.48200000000000004
mp-1113047,Cs2KScBr6,3.2299
mp-1147725,Li4Zn(PS4)2,2.657799999999999
mp-1147727,Li4Zn(PS4)2,2.6416999999999993
mp-1147729,Li4Zn(PS4)2,2.6757
mp-1147732,Li4Zn(PS4)2,2.6416
mp-1147738,Li4Zn(PS4)2,2.5848
mp-1147741,Li4Zn(PS4)2,2.6374
mp-1178516,BaSr2I6,3.8956
mp-1178665,Zn6B6Ir11,0.0
mp-1179380,Rb8(GaH3)5,2.8354
mp-1179773,Sr2(PPd)3,0.0
mp-1183329,Ba2InHg,0.0
mp-1183606,CaEuGa2,0.0
mp-1184080,DyTmAg2,0.0
mp-1184086,Er2MgCd,0.0
mp-1184167,ErCdPt2,0.0
mp-1184313,ErMg3,0.0
mp-1184520,GdTmCd2,0.0
mp-1184624,Ho2MgCd,0.0
mp-1184628,Ho2TlZn,0.0
mp-1184865,HoScZn2,0.0
mp-1184881,HoMg2,0.0
mp-1185010,Li2CaTl,0.0
mp-1185393,LiLuRh2,0.0
mp-1185427,Lu3Al,0.0
mp-1185492,LuMg3,0.0
mp-1185512,LuCdPt2,0.0
mp-1185770,Mg2NiRh,0.0
mp-1185848,MgAu3,0.0
mp-1185984,MnBeRu2,0.0
mp-1186015,MnZnPt2,0.0
mp-1186416,PaGa3,0.0
mp-1186447,PdAu3,0.0
mp-1186490,Pm3Dy,0.0
mp-1186507,PrNi9Ge4,0.0
mp-1186530,Pm3Sm,0.0
mp-1186548,PmBi3,0.0
mp-1186596,PmGdCu2,0.0
mp-1186640,PmSm3,0.0
mp-1186962,Sc2ZnPd,0.0
mp-1187474,Ti3Zn,0.0
mp-1187605,Tm2PdAu,0.0
mp-1187684,YbEuAg2,0.0
mp-1187930,Yb2ZnHg,0.0
mp-1187962,YbBiRh2,0.0
mp-1188318,SiH8,7.0503
mp-1188645,Y2S3,0.6665000000000001
mp-1189241,GdAs2Au,0.0
mp-1190297,DyGa3,0.0
mp-1190916,Ag2Te3Mo3O16,2.0822
mp-1191644,H2S,4.1915
mp-1192356,La3BeCrS7,0.5598999999999991
mp-1193105,Ba4In2Te2Se5,1.8522999999999992
mp-1193420,VAsO5,2.4923
mp-1193796,U(Al5Ru)2,0.0
mp-1194038,Na(GaAu2)2,0.0
mp-1194964,ErH4I3O11,3.7257
mp-1195554,ThTe2MoO9,3.3436999999999992
mp-1195880,Ba3MgV4O14,3.1827
mp-1195989,Tm3Si11Pt23,0.0
mp-1196355,Sm3Ge13Os4,0.0
mp-1196581,KPO3,5.0617
mp-1197242,Sr5Bi3,0.0
mp-1197400,Mn7(PbO5)3,0.09400000000000001
mp-1197488,Er2ZrS5,1.2770000000000001
mp-1198260,Ce3Ge13Ir4,0.0
mp-1198314,Sm(MnSn)6,0.0
mp-1198700,Tb3Ir2,0.0
mp-1198832,Ta13Co40Si31,0.0
mp-1198958,UH10Cl2O15,1.6413
mp-1199241,Pr(Ga4Co)2,0.0
mp-1199607,Ag4TeSO4,0.686499999999999
mp-1200141,Ba3Bi(BO2)9,4.2893
mp-1200292,SiO2,5.7076
mp-1200412,Y3Ge13Ir4,0.0
mp-1200651,BaLa2Ti3O10,2.127399999999999
mp-1200974,Ca9Mn(PO4)7,0.0
mp-1201155,Cu5Se4(ClO6)2,0.0
mp-1202432,K3Mg18Pb11,0.0
mp-1202910,Zn2As(HO2)3,2.3191
mp-1203192,Ga2CuSe3O10,0.19940000000000002
mp-1203404,Ag2Mo(I2O7)2,1.9605000000000001
mp-1203444,K3Bi3(PS4)4,2.3129
mp-1203659,Te5PbO11,3.0793
mp-1205419,SrSnS3,0.8722000000000001
mp-1205841,Y6FeBi2,0.0
mp-1205855,LaCrSe2O,0.0
mp-1206043,TbAgAs2,0.0
mp-1206197,Pr2(Sn2Au)3,0.0
mp-1206283,Sr2CaOsO6,0.0
mp-1206841,Er6CoBi2,0.0
mp-1207528,Zn7H10(CO8)2,2.8702
mp-1207570,YbAl2Cu3,0.0
mp-1208140,Tl3GeF7,3.5968999999999998
mp-1208220,Ti5Sn3Au,0.0
mp-1208439,TbF4,0.0
mp-1208843,Sm2Sn5,0.0
mp-1208955,Sm4CdPd,0.0903
mp-1209125,RbYbBeF6,0.37009999999999904
mp-1209221,RbSr2I5,3.6702
mp-1209702,Rb3LaBr6,3.8525
mp-1211824,KU6F25,0.10450000000000001
mp-1211880,K2Yb2(PO4)3,0.009500000000000001
mp-1212144,Mn3H6(SO6)2,2.1997
mp-1213419,Cu3BO5,0.0
mp-1213431,EuIn6Ni7,0.0
mp-1213631,Eu2B4O9,0.0
mp-1213688,CsCaI3,3.9934000000000003
mp-1214079,Ca6Cd32Cu,0.0
mp-1214437,Ce2WO6,0.0
mp-1215003,BaBi12Mo5O34,3.3118
mp-1215374,Zr4Sc5N10,0.0
mp-1215477,Zr2Al3Ni,0.0
mp-1215617,Zn3Cu6(AsS3)4,0.6758999999999991
mp-1215852,YbEu(SiAu)4,0.0
mp-1215915,YScS2,0.0
mp-1215972,YLuCr2O8,0.30000000000000004
mp-1216012,YThRe4,0.0
mp-1216446,V9Te8,0.0
mp-1216447,V4HC3,0.0
